"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","Age dependency ratio (% of working-age population)","SP.POP.DPND","89.4679733986699","89.8419163330112","90.2848769849383","90.838718362951","91.4665337983724","92.1374795417349","92.318803363934","92.7272155085599","93.3659109887731","94.0991417488776","94.5111232345275","91.6870197176386","89.2945690672963","87.4429425449834","86.1233155427122","85.1715070759595","82.7283115056693","80.563543936093","78.881199538639","77.696190913263","76.8480933051283","74.7786984926044","72.9293212036389","71.4305532434382","70.3172809217962","69.467072602101","67.74140975146","66.1157914569483","64.8325550366911","63.8559310836879","63.2584856396867","62.2174436167217","61.1895892191914","60.2948702327282","59.6104975656098","59.0209110066461","57.9121472613529","56.8877997549449","56.0148293348106","55.2474012474013","54.4915047557109","53.5029821073559","52.6307581340039","51.8371723438068","51.0927214594696","50.3488114572568","49.6227951153324","48.8423998724603","48.0273877621772","47.2067607928319","46.408316008316","46.0124004122564","45.5158538548205","45.0194910151174","44.6213458744121","44.3652410047522","44.4417279158963","44.5235354698007","44.6778458949393","",
"Australia","AUS","Age dependency ratio (% of working-age population)","SP.POP.DPND","63.3770776510659","63.6250530692773","63.4154218702531","62.9171422756147","62.3736032047227","61.9154823362408","61.4230302748168","60.9695883576927","60.5994858248788","60.2305213051175","59.7435443854434","59.2912138157947","58.8298015187972","58.334388501468","57.7462936575484","57.033224059256","56.6746085088614","55.9541245206652","55.0714897014307","54.2734732941269","53.6675096136327","52.8122021265128","52.3060957158216","51.9970718138446","51.6565926517971","51.2021424301537","51.0233514676892","50.6088751251763","50.1082169816537","49.7395427486696","49.584531726461","49.5655339555885","49.7428950013434","50.0091489708023","50.1902760649525","50.2119649415647","50.2500447607446","50.1542168221377","49.9781296923272","49.8167898819918","49.7142664180731","49.41451031709","49.1467365681119","48.9132209983565","48.708968420418","48.5572325355403","48.1852552309691","47.8907972921291","47.7459755436092","47.7726602231758","47.9484543670001","48.5137538612537","49.0671933560653","49.6405779919198","50.2597000603197","50.9250562135116","51.7299323519365","52.5996705957282","53.4850925076098","",
"Austria","AUT","Age dependency ratio (% of working-age population)","SP.POP.DPND","52.4030459248008","53.3718413302574","54.2928308730046","55.248818998147","56.3093235540665","57.4750583041379","58.7218990271488","59.9907957012194","61.1879788778057","62.1435119440754","62.7484844535249","63.15674527126","63.1649568037477","62.813501338158","62.1959720782669","61.3734270201214","60.5540119058508","59.6538820716617","58.5802460851425","57.2177829979446","55.5610664254431","53.9523162788692","52.1357771828241","50.3233919658526","48.7736273560952","47.6135245867252","47.1114645510024","46.7879870284651","46.6364242849187","46.627980594743","46.7389877180607","47.1297718005086","47.7068976463037","48.3571117323908","48.855726133545","49.0473808951869","49.1194776127373","48.836047721427","48.3286232130644","47.8438283631068","47.5297280624623","47.3255578364559","47.2744249579878","47.3329338625505","47.3987139174221","47.4253952508972","47.6052248341712","47.7523634092226","47.8787129187929","48.0158430961523","48.1811872667783","48.3132363176456","48.4584344997342","48.6484193417367","48.8842940580987","49.1656923872968","49.4317119622618","49.6725857002038","49.9239537862711","",
"Azerbaijan","AZE","Age dependency ratio (% of working-age population)","SP.POP.DPND","81.5397757618068","85.2506314335553","89.1254239132406","92.7458665826918","95.5607617093483","97.2615125185606","99.1173764120333","99.5164354288897","98.8346270341515","97.615373076466","96.1050603588252","93.9257504877014","91.6688110458484","89.1616775143499","86.1942375646282","82.7917842914214","79.6040673617878","76.180605845711","72.7125517339741","69.4645564545929","66.5860377994197","64.3290981733539","62.4430545844529","60.9379649646886","59.8005703768128","59.0171035686284","59.0718829368753","59.3538317219927","59.7784125836526","60.2957615266655","60.8849143460193","61.8503337397956","62.6613888753007","63.2885725900941","63.6721291555749","63.7364416762774","63.3674013534893","62.6434549198595","61.5827884619311","60.2519384708037","58.7241799089652","56.834739223027","55.0038457197755","53.1196304643742","51.0644071051648","48.8435771837448","46.9775584459499","44.9944858062947","43.0866878307086","41.491271489184","40.3186110609598","39.7110004866158","39.4582574903921","39.5168026701505","39.7541900260159","40.0764593805005","40.7912482081523","41.3974219952754","41.9743769302695","",
"Burundi","BDI","Age dependency ratio (% of working-age population)","SP.POP.DPND","87.8157132673076","88.9608681855851","90.3849516232012","91.8071205577393","92.7875323139804","93.1632697649739","94.4942703604643","95.0711995145433","95.077132274192","94.7508214676889","94.1535303772101","95.0103278220311","95.451093506091","95.4963128135356","95.2586040713515","94.893837079057","94.2819590844993","93.5729061360147","92.8667077540966","92.2097627051096","91.6522680376251","92.7690157734151","93.6833148998289","94.5658239796779","95.5488554447569","96.6285591776663","98.329472327383","99.8904946666847","101.220082384759","102.175289449383","102.709788027021","105.779275957931","108.243918215338","110.122499065003","111.425158336789","112.09409442459","112.709511521203","112.848666143074","112.507498067508","111.789697363343","110.83803450952","107.935659723948","105.039751778852","102.225158894972","99.5453516550638","97.0605454117345","95.2276315195211","93.4754148706737","91.9165100446697","90.6655986428105","89.7575646224579","89.7905851780652","89.9537626548692","90.2347333773479","90.5707308914275","90.8999251434","91.1937470444992","91.3591809343263","91.3825124942437","",
"Belgium","BEL","Age dependency ratio (% of working-age population)","SP.POP.DPND","54.7612014968411","55.7631240588057","56.3767174073348","56.7181892578409","57.0057926369892","57.3397834274014","57.8549941291929","58.263114781584","58.5649499763441","58.7237376930274","58.7173084392854","58.63298799162","58.4426532817847","58.1119413316809","57.6036628536133","56.9184729146066","56.4348808259214","55.7912536618724","54.9829699671622","54.0053605803438","52.8743123034364","51.8122962795064","50.6446064286099","49.5134734797118","48.5900758843716","47.9679211726954","47.9138256763332","48.0674949749004","48.3689648703353","48.7230277923567","49.0703535362071","49.4715859413892","49.8907284679275","50.323036203428","50.7364860092395","51.0989196904032","51.5580506583394","51.8962404011599","52.137150273453","52.332524134093","52.514115505908","52.549682304639","52.6037551377273","52.6524341981761","52.6362474206993","52.534650894134","52.4687812133661","52.2773675994313","52.0559766171109","51.9425622544117","52.0144279661342","52.3287119230453","52.7442633911964","53.236903384491","53.7373881178284","54.193605740924","54.7713516344904","55.3290794008081","55.8704697088111","",
"Benin","BEN","Age dependency ratio (% of working-age population)","SP.POP.DPND","77.1585815784719","78.4343961341471","79.6739604069142","80.8482916605326","81.8480683127913","82.6162061064095","84.2991516007721","85.6525991500984","86.7354228653381","87.6252025553234","88.365152892995","89.8372407459374","91.0040245830292","91.9109770484043","92.6025293111377","93.113957500516","94.2125110025826","95.0379886332329","95.6296760562051","96.0151545683635","96.2196274262428","97.0147591085329","97.4893693405597","97.720363105306","97.7881685455061","97.7364645181327","98.2256254146103","98.4792600106958","98.535810443068","98.4261809714864","98.1809612371502","97.9856936613423","97.5731913066066","97.0046655932389","96.3138124158724","95.5129304437012","95.5260949188476","95.3102025752455","94.9156218623109","94.3954038881426","93.7836657775209","93.4299927566932","92.9130814184097","92.2787621536393","91.5710274554511","90.8199360333761","90.6411138944707","90.3747716516356","90.011699688336","89.5357990672712","88.9498369662893","88.6136399159168","88.1103885369468","87.4915409815666","86.8114230756239","86.0977848350733","85.5345861505224","84.8857079752531","84.1664350899012","",
"Burkina Faso","BFA","Age dependency ratio (% of working-age population)","SP.POP.DPND","77.4678838667097","78.6263531331817","79.4751132138551","80.0951586777937","80.585266134379","81.0019118479308","82.2515035750865","83.3459784302442","84.269305149905","84.9660895023003","85.4112962242631","86.787774194717","87.7536371553574","88.4193791181611","88.9500921751105","89.4384051893031","90.8728685887295","92.2135451398526","93.4164040965966","94.4032180753031","95.1525373988998","96.7343133679101","97.8870955836922","98.7313353640775","99.399728405698","99.934208228499","100.953953644765","101.675352173045","102.120372365861","102.284470645041","102.167782780263","102.408889447527","102.343054909888","102.003909189895","101.430200080272","100.666403483563","100.565320778985","100.172441654081","99.5825564568647","98.8938823746757","98.1560537932871","98.0738004222625","97.8035663887603","97.3928544298358","96.8861168561002","96.3161927038799","96.3275057169774","96.1754785142606","95.8848346295667","95.4575550291235","94.8985985605555","94.7165322297479","94.2981474941527","93.7096354936371","93.0148682548031","92.2404614970802","91.5612541284844","90.8038725664118","89.9517925391388","",
"Bangladesh","BGD","Age dependency ratio (% of working-age population)","SP.POP.DPND","80.98500222172","82.2679420749213","83.1531291401674","83.8212172870236","84.5128295838438","85.3306618913012","86.7316063696909","88.1400887856596","89.4350050878521","90.344143684251","90.6680288875688","91.4011391311411","91.8651616149908","92.0753746742494","92.1894523849324","92.3305945203941","92.8500806377229","92.9494114528983","92.7430595603902","92.2721300433306","91.564689408488","91.3503390926068","90.7287259291757","89.8365440982654","88.8275612977453","87.7715678372969","87.017498898216","86.1571675485399","85.1695811136376","83.9912135607333","82.6045046723265","81.5189975640499","80.2487076429023","78.8436105552612","77.3663727181565","75.8558007820236","74.5327999762167","73.1688667243259","71.779149393758","70.3695382607923","68.9506654572493","67.8417084007581","66.6737071221353","65.472812344756","64.2627947010529","63.0481832457204","62.1369078603097","61.1808867449429","60.1865425543576","59.1662287066948","58.1246800817294","56.950387836494","55.8269893872859","54.7188127373883","53.5786673377526","52.3958676972212","51.2600198099111","50.0916973486189","48.9522984985764","",
"Bulgaria","BGR","Age dependency ratio (% of working-age population)","SP.POP.DPND","50.7584030831665","50.4779017901544","50.0050451300455","49.4287753812095","48.9019851184676","48.5020853945633","48.2784340553284","48.1278292358951","48.053726416638","48.0437438049415","48.0981257756353","48.3166337156966","48.5569216453265","48.8357241634109","49.16736921259","49.5484347366654","50.1434304827575","50.7496144441292","51.2692134286895","51.5473699501467","51.508729648388","51.32109369123","50.7629308894658","50.0468784302826","49.4754908796833","49.2048582532142","49.2034307806232","49.5499677941171","50.0365007766229","50.3597160077943","50.3609371119512","50.6123338440768","50.4750621446549","50.0743612952824","49.6369214912173","49.2906530517139","48.962389375802","48.7164100381324","48.4887902175057","48.1425936407452","47.6115970768822","47.1221229587606","46.5559406951512","45.9403814974524","45.3505805841101","44.8585255472216","44.9125846695113","44.9836000053802","45.1591729570069","45.533725492496","46.145403590479","47.2212232720159","48.4027166279201","49.6703698767036","50.9564416775364","52.1897714267056","53.2466619424459","54.3265513629189","55.3214307352731","",
"Bahrain","BHR","Age dependency ratio (% of working-age population)","SP.POP.DPND","79.483297788877","83.0346241060527","85.9963476205822","89.0119684237331","92.2091434576984","94.9725377605792","93.3539007521223","92.0247201355494","91.101735271148","90.3997560434686","89.7598157784343","86.6702818118656","82.6664009565564","78.5210139148711","74.9394093014535","72.1865128327702","68.1064973073528","64.8263526443981","62.197953176788","59.9241431110655","57.8200028942672","57.1193387985486","56.7736196244257","56.6745572886822","56.6912924698911","56.7129102043409","56.4717688081607","55.8759300214213","55.1963649465551","54.4653607446388","53.5451891252589","53.1059090663351","52.1868535667839","50.9663977926996","49.6534935205331","48.4714236422971","48.23450452389","47.8750745675084","47.7552612381395","47.9625944900559","48.354643427949","45.8902390563236","43.6592415125975","41.7603442845882","40.1505466054392","38.7437038516512","35.8123149868286","33.4474252036971","31.5853408036492","30.0898934868113","28.8515755206305","29.0296561533717","29.2106374836616","29.4758264609277","29.819244622666","30.1641745869543","29.4204093043859","28.5575507471715","27.6823885939756","",
"Bahamas, The","BHS","Age dependency ratio (% of working-age population)","SP.POP.DPND","85.8020084136246","85.6251410880712","85.8021849874179","86.3779400787436","87.1181269854598","87.7340660813618","86.8118124505475","85.6713585323422","84.6225459962063","83.9404288673646","83.6483101844322","81.4803218635524","80.5269675009642","80.2015288394719","79.7229206916303","78.7011021238352","77.6473188385778","75.6036064931131","73.1654490760636","71.1072161351686","69.7424737033007","67.6471504204298","66.6293325261087","66.1688383596028","65.5110605613424","64.3324506466031","63.6486255177844","62.1666122269403","60.3368063654978","58.8521486716729","57.9945983277015","57.0020150981984","56.8040222330938","56.9958299548245","56.9259476280144","56.2959863888657","56.2146908194755","55.5152669690115","54.4718083381617","53.5828441306119","53.1191402136109","52.4608416587317","52.0622760410231","51.8002491795013","51.5346198257961","51.2632470991414","50.8013083328778","50.5548936398078","50.2995661756988","49.8793176624924","49.2481708855437","48.4364873288392","47.4046955894217","46.2570157303729","45.1709307973115","44.26329363779","43.3239789146346","42.7236225241325","42.3335707774017","",
"Bosnia and Herzegovina","BIH","Age dependency ratio (% of working-age population)","SP.POP.DPND","70.7449767702587","71.0050371716959","70.9968500556098","70.6634933349047","70.0382891953502","69.1653935717358","69.0386957390573","68.3110249737178","67.214836106482","66.1006165100296","65.1506853887236","64.0668876767682","63.3382362546431","62.6997449660115","61.797756959328","60.5053307712229","59.2599904806406","57.689919424007","55.9411961573275","54.2518384127354","52.7422757415292","51.1507763064117","49.7839026337997","48.5925648959915","47.4813859106497","46.4202288581263","45.7509006102201","45.1923372998651","44.7759957749893","44.5266567191168","44.3938878292309","44.3186404848805","44.4009154504432","44.5979307181229","44.9170556008361","45.4216698625595","45.5753793465625","45.7988778067514","46.065676685774","46.2865374011448","46.3855851890182","46.5849389774567","46.5475409912751","46.2941302276748","45.8926023782679","45.3872656584537","44.6211965835601","43.9498599058286","43.3496884259401","42.7710813445621","42.2407843167362","42.3392044314713","42.2470793744868","42.0430009659039","41.995131041851","42.2922954488685","42.856353358083","43.9790668132436","45.4260912327308","",
"Belarus","BLR","Age dependency ratio (% of working-age population)","SP.POP.DPND","59.3627356738285","60.8609834493132","61.8249052041332","62.3637448282498","62.6982427369847","62.9223847976952","62.7123667255723","62.4083805056269","61.9183485282749","61.1557062022518","60.1365163650999","58.7491462221484","57.4864429033756","56.3557401149334","55.3354991471837","54.3893076298019","53.7686304151116","52.963899840732","52.0539980862747","51.1876051403786","50.4635379047853","49.8249162384596","49.3661792250529","49.0775909255169","48.9038363698597","48.826952673029","49.1819871700223","49.5354580649245","49.8753108360737","50.2313074658756","50.60683958147","51.1616792501289","51.6205111582674","51.9171472158612","51.968773515262","51.7325553703263","51.0159165738052","50.1746892191436","49.2056122891261","48.1479106491241","47.0688316398388","46.4177054184686","45.7775473968665","45.1073558294749","44.3600716418761","43.5192129422678","42.8814925127572","42.1114316061777","41.3631266581781","40.8148027018388","40.5676243588014","40.8898790016915","41.4727646257625","42.2618957267765","43.1486567277834","44.0639238558713","44.7804264085623","45.5244210861446","46.4366703836546","",
"Belize","BLZ","Age dependency ratio (% of working-age population)","SP.POP.DPND","97.7277120336763","100.340589367688","102.150537634409","103.543995122943","104.660352256707","105.541459257394","105.988621806947","106.376705429906","106.554663724217","106.36961412009","105.801007259681","107.042837707801","108.036780706491","108.744086924232","109.140863914373","109.225648433084","108.985897197996","108.23744014593","106.944051466099","105.495688088071","104.263670242161","101.821737762764","100.129456678247","98.8743108025322","97.554394697287","95.9240163467021","95.3413358523604","94.2478911534304","92.9513709260217","91.7787742899851","90.8032880279971","90.3570539315771","90.219072417236","90.1216989754197","89.8307637280925","89.3289057211336","87.2750699003427","85.1127819548872","83.230673733467","81.7910742946685","80.6656390851115","79.3591077857786","78.0693062587379","76.7022574340543","75.1921383269234","73.5471995792795","71.9039133308157","70.2837065214915","68.7073520759676","67.2122522943824","65.8142775603811","63.9519816505563","62.2675205714889","60.6691391073188","59.0914616302366","57.5287401471705","56.3335455124125","55.0854732602002","53.8845637799577","",
"Bermuda","BMU","Age dependency ratio (% of working-age population)","SP.POP.DPND","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Age dependency ratio (% of working-age population)","SP.POP.DPND","84.3689784411177","84.5080973562985","84.3530707494944","83.9798869995404","83.4495452647134","82.7990549727083","82.9718590663125","82.8904919172606","82.6327657397161","82.2734945838031","81.8527059285389","82.1255600817902","82.222028504748","82.1812386087311","82.0225542649215","81.7538559042705","82.1078033339886","82.2543441059701","82.2167698615137","82.0040702877656","81.6216003327815","81.8239729767597","81.7953144991139","81.6118885057696","81.3593406251048","81.0825993425951","80.9718697660437","80.8069877573929","80.5808995630863","80.2601484110237","79.8339778514886","79.7009483475808","79.3455978942122","78.8413153678049","78.2754576627623","77.6885152617223","77.3847557412064","77.0188112613775","76.5790629540279","76.0369510481758","75.3904387915315","74.886123308869","74.2944592400855","73.6406296732894","72.9473154664466","72.2232761967228","71.5633582896411","70.8126290462488","70.0047968457985","69.1823970416301","68.3691088304647","67.5525956414145","66.7754538979556","66.0089637234064","65.2107446299457","64.3685000434748","63.623463871929","62.8147403592503","61.9839670266234","",
"Brazil","BRA","Age dependency ratio (% of working-age population)","SP.POP.DPND","86.2781904921126","87.0046969013396","87.599526817933","87.9767272759206","88.020183034958","87.6865375380031","87.6350447193929","87.0594674471409","86.1373598073598","85.07963424295","83.9804489522073","82.9482167896954","81.8783910143287","80.7464891465583","79.5143924216699","78.1967555275359","77.0372676953961","75.8774564934192","74.7200591371089","73.5786305745474","72.4749214803599","71.7990690564391","71.0524893120518","70.2850058981371","69.5225972538617","68.753873007253","68.21463718572","67.5345094988632","66.7581354172746","65.932060188507","65.0721390080303","64.0976074677045","63.1877195680232","62.2559643279329","61.2080665835911","60.0289929024894","58.9500100570845","57.7741460652953","56.5598547079476","55.3866893595017","54.290896607646","53.4421556865362","52.5779174534756","51.7232544344937","50.8902184728125","50.0762427077578","49.2414514426435","48.4596532843871","47.7154460488446","46.9917883263143","46.2933003980814","45.6573642240306","45.0795496472828","44.5602184175111","44.1116978134857","43.7481057517691","43.5775128857445","43.4500607489418","43.3833797933835","",
"Barbados","BRB","Age dependency ratio (% of working-age population)","SP.POP.DPND","81.5395255985035","83.0229215045101","84.0785902498081","84.8323984778601","85.474268455633","86.078110549904","86.0308254798752","85.6760658412967","85.0409484439591","84.1828244127095","83.1210044612059","79.8551234896212","77.2808350399683","75.1469952442715","73.0449298325034","70.8216516308119","69.9767261442979","68.6782173857068","67.6098796197673","67.296313305778","67.6557528413809","65.4817824874075","63.9259861417567","62.6282161755038","61.1409290151682","59.3496996604858","58.0971062437741","56.4756752823026","54.7470944997162","53.2855710832007","52.2318225043318","51.5224270895406","51.2194841352017","51.1695454154851","51.133387725294","51.0181252413292","51.0295839248045","50.9764404537394","50.9417889787432","51.0199181385168","51.244986631016","50.6265511770981","50.1963800159301","49.8836243634854","49.5848548078595","49.2838967255361","49.1354799873157","48.9721084871874","48.8923991724241","48.9766283321851","49.240128011849","49.0998277106593","49.0600338366802","49.0817942505952","49.1245981633315","49.1827792824352","49.2399517495992","49.3675311798779","49.5788803540119","",
