,country,region,co21980,co2pc1980,co2pc1981,co2pc1982,co2pc1983,co2pc1984,co2pc1985,co2pc1986,co2pc1987,co2pc1988,co2pc1989,co2pc1990,co2pc1991,co2pc1992,co2pc1993,co2pc1994,co2pc1995,co2pc1996,co2pc1997,co2pc1998,co2pc1999,co2pc2000,co2pc2001,co2pc2002,co2pc2003,co2pc2004,co2pc2005,co2pc2006,co2pc2007,co2pc2008,co2pc2009,co2pc2010,co2pc2011,co2pc2012,co2pc2013,co2pc2014,gdppc1980,gdppc1981,gdppc1982,gdppc1983,gdppc1984,gdppc1985,gdppc1986,gdppc1987,gdppc1988,gdppc1989,gdppc1990,gdppc1991,gdppc1992,gdppc1993,gdppc1994,gdppc1995,gdppc1996,gdppc1997,gdppc1998,gdppc1999,gdppc2000,gdppc2001,gdppc2002,gdppc2003,gdppc2004,gdppc2005,gdppc2006,gdppc2007,gdppc2008,gdppc2009,gdppc2010,gdppc2011,gdppc2012,gdppc2013,gdppc2014,logco2pc1980,logco2pc1981,logco2pc1982,logco2pc1983,logco2pc1984,logco2pc1985,logco2pc1986,logco2pc1987,logco2pc1988,logco2pc1989,logco2pc1990,logco2pc1991,logco2pc1992,logco2pc1993,logco2pc1994,logco2pc1995,logco2pc1996,logco2pc1997,logco2pc1998,logco2pc1999,logco2pc2000,logco2pc2001,logco2pc2002,logco2pc2003,logco2pc2004,logco2pc2005,logco2pc2006,logco2pc2007,logco2pc2008,logco2pc2009,logco2pc2010,logco2pc2011,logco2pc2012,logco2pc2013,logco2pc2014,loggdppc1980,loggdppc1981,loggdppc1982,loggdppc1983,loggdppc1984,loggdppc1985,loggdppc1986,loggdppc1987,loggdppc1988,loggdppc1989,loggdppc1990,loggdppc1991,loggdppc1992,loggdppc1993,loggdppc1994,loggdppc1995,loggdppc1996,loggdppc1997,loggdppc1998,loggdppc1999,loggdppc2000,loggdppc2001,loggdppc2002,loggdppc2003,loggdppc2004,loggdppc2005,loggdppc2006,loggdppc2007,loggdppc2008,loggdppc2009,loggdppc2010,loggdppc2011,loggdppc2012,loggdppc2013,loggdppc2014,co21980,co21981,co21982,co21983,co21984,co21985,co21986,co21987,co21988,co21989,co21990,co21991,co21992,co21993,co21994,co21995,co21996,co21997,co21998,co21999,co22000,co22001,co22002,co22003,co22004,co22005,co22006,co22007,co22008,co22009,co22010,co22011,co22012,co22013,co22014
198,Qatar,mena,20803,58.57177864,51.85802942,44.56336347,36.4321772,36.13575389,33.44781741,33.43023583,27.24094867,26.89047914,31.03157747,24.72240372,36.3274177,54.10248993,61.26303594,59.60743609,61.91395133,61.81247811,70.042227,58.74518549,55.05426923,58.61946468,67.31049638,63.82809721,60.90080934,57.00557389,58.88108378,62.06618488,51.93367224,45.13478159,41.82722076,39.05970823,39.50920515,42.86037538,36.38791752,43.85730795,35008.82974,34926.14063,27402.56402,20909.98011,19645.31466,16590.62379,12704.33437,12901.70433,13611.62979,14052.52894,15454.08233,14124.29283,15434.45934,14270.97377,14544.09164,15849.72008,17337.42187,21104.7243,18593.54892,21723.69996,29976.11704,28517.26721,30214.85901,34517.75509,42124.82901,51455.59419,59530.15354,65421.75277,80234.47007,59094.44494,67403.1603,82409.58033,85076.14793,85050.91097,83858.52838,4.070252987,3.948509781,3.796912075,3.595452373,3.587282788,3.509986535,3.509460755,3.304721307,3.291772289,3.435005314,3.207709866,3.592572765,3.990880209,4.115176658,4.087780333,4.125745539,4.124105255,4.249098303,4.073209201,4.008319412,4.071066803,4.209316189,4.156193489,4.109246464,4.043149051,4.075519881,4.128201314,3.949967371,3.80965316,3.733547342,3.665091456,3.676533687,3.757947748,3.594236783,3.780941363,10.46335559,10.46099084,10.21839187,9.947981841,9.885594149,9.716592983,9.449698503,9.4651147,9.518679838,9.550557654,9.645628476,9.55565149,9.644357908,9.565982947,9.584940117,9.670907119,9.760622558,9.957252195,9.830569967,9.986159108,10.30815624,10.25826505,10.3160891,10.44922911,10.64839261,10.84847447,10.99423825,11.08861009,11.2927085,10.9868922,11.11844718,11.31945698,11.35130199,11.35100531,11.33688647,13098.524,12860.169,12354.123,11268.691,12332.121,12405.461,13296.542,11499.712,11928.751,14326.969,11774.737,17704.276,26802.103,30722.126,30223.414,31789.223,32298.936,37495.075,32401.612,31407.855,34730.157,41396.763,40905.385,41521.441,42944.237,50956.632,63475.77,63277.752,64843.561,69221.959,72507.591,80435.645,94124.556,85023.062,107853.804
199,Romania,europe,58247,8.839647231,8.840159938,8.695110531,8.878868589,8.35419784,8.540541384,8.843110512,9.244904383,9.228068093,9.245609624,7.503163349,6.099190193,5.643769903,5.504379114,5.241518875,5.556690076,5.544352572,4.993556835,4.435459288,3.993517767,4.040518655,4.366207979,4.47471788,4.684388286,4.517307494,4.524305495,4.876469678,4.895132266,4.692067363,4.005210952,3.922213561,4.212926221,4.074315455,3.550167079,3.516153691,,,,,,,,1673.838364,1769.889931,1817.902101,1680.705623,1260.749045,1102.103785,1158.132516,1323.104325,1650.276481,1633.010644,1577.323357,1852.467309,1599.889533,1659.90764,1825.179805,2119.882673,2679.41191,3494.944517,4617.929016,5757.496429,8360.166321,10435.04398,8548.118672,8209.919456,9104.995622,8535.046876,9555.244217,10026.97358,2.17924697,2.179304969,2.16276086,2.183674138,2.122764148,2.1448244,2.179638683,2.224072522,2.222249719,2.224148804,2.015324711,1.808156007,1.730552265,1.705543978,1.656611318,1.715002621,1.712779855,1.608148448,1.48963117,1.384672488,1.396373064,1.473894893,1.498443306,1.544235339,1.507916129,1.509464084,1.584421531,1.588241296,1.545873288,1.387596251,1.366656178,1.438157471,1.404702746,1.266994667,1.257367691,,,,,,,,7.42287469,7.478672638,7.505438423,7.426968998,7.139461303,7.004976164,7.054564087,7.187736016,7.408698117,7.398180611,7.363484612,7.52427371,7.377689864,7.414517241,7.509433784,7.659116023,7.893352613,8.15907278,8.437701619,8.658258011,9.031233601,9.252925034,9.053466499,9.013098392,9.116578511,9.051936127,9.164845415,9.213034099,196617.206,198153.679,195773.796,200562.898,189272.205,194343.666,202147.042,212165.286,212777.675,214141.799,174087.158,140288.419,128645.694,125297.723,119140.83,126049.458,125407.733,112624.571,99830.408,89742.491,90681.243,96632.784,97237.839,101062.52,96904.142,96456.768,103350.728,102224.959,96365.093,81576.082,79412.552,84880.049,81722.762,70945.449,70003.03
201,Rwanda,northamerica,4721171,0.096063464,0.112846606,0.110579377,0.122427069,0.107472111,0.100222373,0.092759792,0.090863945,0.098294473,0.094736488,0.074458058,0.06884747,0.072768315,0.079033238,0.079687029,0.079164293,0.079888317,0.077682195,0.07004522,0.067950553,0.066557755,0.064597852,0.063096145,0.060851257,0.060831351,0.059732484,0.058390835,0.060103365,0.056980845,0.058850305,0.058807364,0.064481265,0.069866303,0.074279222,0.075764224,243.487169,264.026285,255.6372445,260.0058559,268.923459,279.1046464,301.797984,318.2064063,337.955605,330.4970304,349.8733576,269.8501567,302.7384118,314.7513543,126.9547229,221.6287362,229.8869585,288.4091673,285.7101918,253.1061836,228.6377096,212.5172008,207.5829531,224.7324184,250.5175049,303.7407156,344.5772458,410.99572,511.0549513,549.2400411,576.049201,637.6284383,695.2740829,704.9801594,723.281841,-2.342746223,-2.181725851,-2.202021672,-2.100239781,-2.230523898,-2.300363832,-2.377742009,-2.398392001,-2.319787479,-2.356656052,-2.597519292,-2.675861801,-2.620474652,-2.537886781,-2.529648454,-2.536229928,-2.527125657,-2.555129198,-2.658614246,-2.688975,-2.709685212,-2.73957412,-2.763095605,-2.799322802,-2.799649981,-2.817879286,-2.840596336,-2.811689449,-2.86504012,-2.832758263,-2.833488194,-2.741380562,-2.66117182,-2.599924016,-2.580129077,5.495064247,5.576048663,5.543759426,5.560704153,5.5944268,5.631586788,5.709757866,5.762700249,5.822914541,5.800597674,5.857571254,5.59786683,5.712869105,5.751782976,4.84383051,5.401003622,5.437587703,5.664380192,5.654977982,5.533809099,5.432138697,5.35902293,5.335531034,5.414910443,5.523528798,5.716174428,5.842318291,6.018582801,6.236477121,6.308535579,6.356193075,6.457755729,6.544306132,6.55816966,6.583798968,495.045,601.388,608.722,696.73,634.391,616.056,597.721,616.056,696.73,689.396,542.716,487.711,487.711,495.045,473.043,462.042,480.377,498.712,487.711,509.713,528.048,531.715,531.715,520.714,528.048,528.048,528.048,557.384,542.716,575.719,590.387,663.727,737.067,803.073,839.743
203,Saudi Arabia,europe,0,17.47973157,17.01856557,14.3865519,13.76371346,12.53865604,13.16056507,14.85258129,13.2016022,13.44080802,13.00489324,11.44546531,15.96451989,16.52142146,17.66666263,16.90754625,12.61675682,13.59425035,11.1422549,10.49776847,11.21389236,14.36980164,14.01778217,14.96915013,14.57351967,17.11147523,16.69630041,17.66403491,15.39742391,16.61645475,17.61021255,18.90824847,17.68372988,19.37365993,18.00340041,19.44066648,16977.9854,17871.97607,13944.95108,11039.24641,9632.535399,7919.651035,6304.254209,5932.286645,5856.376546,6085.960152,7246.016367,7883.245738,7932.090938,7485.541334,7421.291231,7690.577522,8335.803866,8551.674296,7419.160019,8007.95978,9171.330145,8684.647401,8695.400072,9609.966975,11185.13337,13791.44629,15384.74015,16516.62362,20078.25779,16113.14249,19262.54768,23745.80161,25243.3587,24844.74437,24463.90316,2.861042014,2.834304841,2.666293874,2.62203567,2.528816356,2.577224863,2.698173674,2.580338201,2.598295454,2.56532569,2.437593609,2.770368753,2.804657809,2.871679396,2.827760046,2.535025837,2.609646935,2.410744629,2.351162708,2.417153399,2.665128896,2.640326679,2.705991425,2.679206161,2.839749305,2.815187163,2.871530646,2.734200217,2.810393454,2.868478992,2.939598254,2.872645001,2.963914408,2.890560652,2.967367082,9.739672807,9.790989182,9.542872792,9.309212058,9.172901751,8.977102423,8.748979956,8.688165024,8.675286354,8.713739783,8.88820713,8.972494994,8.978671954,8.920728617,8.912108341,8.94775116,9.028315235,9.053882367,8.911821125,8.988191299,9.123837609,9.069312079,9.070549437,9.170556065,9.322340798,9.531803845,9.641131398,9.712122645,9.907392807,9.687390522,9.865917955,10.07516102,10.13631838,10.12040151,10.10495397,169404.399,175491.619,158091.704,161050.973,155715.488,172653.361,204878.957,190706.002,202554.079,203738.52,185803.223,267768.007,285534.622,313818.193,307961.994,235161.043,258750.854,216239.323,207680.545,226459.252,296935.325,297214.017,326407.004,327272.416,395834.315,397642.146,432739.003,387777.916,430175.77,468965.296,518491.798,499878.106,564842.678,541047.515,601046.969
204,Sudan,asia,947571,0.19601397,0.184043369,0.186953328,0.184555471,0.160268905,0.18072673,0.183360631,0.140880448,0.198644125,0.150011347,0.202623461,0.184177591,0.15971432,0.106719319,0.141884602,0.142569611,0.1427799,0.169602368,0.142910349,0.150670884,0.159133714,0.178055693,0.220598608,0.239590405,0.29422066,0.273950845,0.291193188,0.332724015,0.341440489,0.346451108,0.345245386,0.330142237,0.300706838,0.309687395,0.299732598,392.4147859,509.1305226,453.7962933,390.7812229,445.9483534,552.9744474,683.0675803,849.6121169,632.3355059,611.9485207,483.952592,432.4790979,260.5102439,320.4855165,449.7106937,473.4133899,300.5649303,378.9546756,355.1524309,328.0685926,366.1728076,383.0159987,418.2518413,484.8447351,573.3069261,689.209557,905.3097449,1128.41035,1304.533051,1238.180845,1489.876911,1672.103295,1882.24677,1943.916458,2163.155898,-1.629569347,-1.692583848,-1.676896276,-1.689805205,-1.830902218,-1.710769168,-1.696300404,-1.959843635,-1.616240372,-1.897044341,-1.596405894,-1.691854818,-1.83436856,-2.237553078,-1.952741214,-1.9479249,-1.946450995,-1.774298593,-1.945537775,-1.892657397,-1.838010462,-1.725658896,-1.511410482,-1.428824459,-1.223425249,-1.294806586,-1.233768356,-1.100441916,-1.074581879,-1.060013573,-1.063499851,-1.108231696,-1.201619449,-1.172191894,-1.204864542,5.972319408,6.232704413,6.117648404,5.968147871,6.100203146,6.315311793,6.526593801,6.744779912,6.449420117,6.416648162,6.181986952,6.069533997,5.562642184,5.769837085,6.108604473,6.159968981,5.705663805,5.937416608,5.87254708,5.79322271,5.903105374,5.94807676,6.036083742,6.183828706,6.351421221,6.535545371,6.808277145,7.028565151,7.17360044,7.121398521,7.306448785,7.421837571,7.540221433,7.57246001,7.679323498,3747.674,3641.331,3828.348,3909.022,3505.652,4074.037,4250.053,3351.638,4847.774,3758.675,5221.808,4891.778,4378.398,3021.608,4147.377,4297.724,4433.403,5419.826,4697.427,5093.463,5533.503,6369.579,8118.738,9072.158,11463.042,10982.665,12013.092,14125.284,14913.689,15562.748,15940.449,15658.09,14642.331,15474.74,15364.73
205,Senegal,europe,0,0.600311472,0.574281885,0.51687748,0.432363063,0.526909446,0.413657044,0.399097061,0.356793306,0.387055224,0.506103566,0.422910732,0.441619466,0.43553707,0.436825676,0.461134221,0.402138671,0.419656494,0.357427879,0.366787323,0.386676821,0.40196621,0.431514759,0.438598018,0.47205185,0.484067421,0.524087845,0.415596435,0.443350349,0.424289035,0.371602658,0.610870294,0.642029816,0.590463462,0.611148042,0.624760004,794.3613339,700.5899253,666.1476389,576.7323602,545.626259,579.488013,795.1590438,928.0997778,890.5583575,851.6162189,961.5739465,916.9307631,951.4285278,873.8830905,580.1177072,710.7245102,719.5433474,647.829366,681.2600726,680.5723504,604.654066,615.2684717,656.6227077,823.7211451,940.5516918,993.9320411,1040.903994,1222.372918,1411.929332,1317.235687,1278.977754,1371.723353,1330.057448,1375.678754,1394.794743,-0.510306638,-0.554634914,-0.659949415,-0.83848962,-0.640726574,-0.882718045,-0.918550631,-1.03059864,-0.949187898,-0.681013955,-0.860594158,-0.817306704,-0.831175366,-0.828221074,-0.774066127,-0.910958297,-0.868318774,-1.028821674,-1.0029731,-0.950166023,-0.911387249,-0.840453565,-0.824171962,-0.750666448,-0.725531082,-0.646095966,-0.878040598,-0.813394966,-0.85734037,-0.989930119,-0.492870627,-0.443120534,-0.526847522,-0.492416055,-0.470387697,6.677538438,6.551922731,6.501511326,6.357378312,6.301934234,6.362144977,6.67854215,6.833139246,6.791848634,6.747135978,6.86857147,6.821031966,6.857964569,6.772946603,6.363231026,6.566284887,6.578616771,6.473627338,6.523944131,6.522934136,6.404656503,6.422058712,6.487109588,6.713832056,6.846466609,6.901668835,6.94784484,7.108549263,7.252712369,7.183290643,7.153816408,7.22382315,7.192977414,7.226702528,7.240502546,3351.638,3296.633,3054.611,2632.906,3307.634,2676.91,2662.242,2453.223,2742.916,3696.336,3182.956,3424.978,3479.983,3593.66,3901.688,3494.651,3740.34,3263.63,3428.645,3700.003,3938.358,4330.727,4510.41,4976.119,5232.809,5812.195,4730.43,5181.471,5093.463,4583.75,7744.704,8368.094,7913.386,8423.099,8855.805
206,Singapore,mena,121015,13.02164051,10.60068027,11.24154665,13.05373059,12.22547627,12.21414335,12.81463745,11.74850772,12.68584397,14.29189898,14.60237955,14.4395268,14.98945491,15.44834797,18.0408719,11.96597963,13.53932406,15.39235856,12.37953887,12.64782052,12.16662434,11.97221516,11.3102312,7.566013727,6.833825574,7.116921432,6.997632098,4.342606098,7.466761968,11.21442253,10.96040878,8.72379742,6.846758465,10.31198193,10.30633191,4928.139118,5596.585977,6077.634241,6633.236674,7228.317584,7001.766748,6799.930363,7539.029302,8914.441226,10394.539,11861.75616,14502.37999,16135.91365,18290.02824,21553.0309,24914.41126,26233.6289,26375.97195,21829.29987,21796.08444,23852.32703,21700.02005,22159.68886,23730.15245,27608.53737,29961.26328,33769.15416,39432.93835,40007.46926,38927.20688,47236.96023,53890.42873,55546.48854,56967.42579,57562.53079,2.566612628,2.360918175,2.419616437,2.569073962,2.503521993,2.502594571,2.550588068,2.46372623,2.540486724,2.659692872,2.681184498,2.669969363,2.707346948,2.73750207,2.892639845,2.482067593,2.605598345,2.733871189,2.516045019,2.537484909,2.498696493,2.482588562,2.425707732,2.023666341,1.92188463,1.962475249,1.94557182,1.468474651,2.010461434,2.417200676,2.394289578,2.166054627,1.923775323,2.333306513,2.332758455,8.502716735,8.629912044,8.712370794,8.79984815,8.885761589,8.853917789,8.82466765,8.927848713,9.09542785,9.249035851,9.381074736,9.582068052,9.688802728,9.814111285,9.978271731,10.12320168,10.17479741,10.18020872,9.991008377,9.98948562,10.07963706,9.985068463,10.0060301,10.07450177,10.22588033,10.3076606,10.42730307,10.58235674,10.59682145,10.56944869,10.76293192,10.89470817,10.92497558,10.95023491,10.96062713,31433.524,26849.774,29750.371,34997.848,33402.703,33417.371,35027.184,32599.63,36105.282,41888.141,44495.378,45269.115,48426.402,51187.653,61682.607,42174.167,49698.851,58429.978,48617.086,50069.218,49005.788,49541.17,47230.96,31132.83,28474.255,30359.093,30799.133,19926.478,36134.618,55932.751,55643.058,45221.444,36372.973,55676.061,56372.791
207,Solomon Islands,asia,134869,0.445360145,0.5690541,0.49102241,0.56180689,0.544423592,0.55522032,0.552344201,0.562442918,0.534562603,0.532024058,0.470330206,0.457260428,0.433379294,0.421240987,0.398950988,0.398053334,0.387020564,0.37635099,0.366049558,0.374383071,0.364336257,0.371938275,0.362125429,0.360943767,0.351874104,0.343353521,0.343010905,0.365111393,0.37153727,0.377247996,0.375132847,0.365670029,0.356106491,0.353006555,0.343539796,731.8077655,785.6144232,764.6515967,707.967102,962.3878737,857.8920083,755.7744118,831.7575892,1053.267001,1095.672403,970.0160546,998.6753869,1147.829656,1210.36346,1330.609562,1445.481661,1529.441335,1494.52894,1206.0032,1200.774161,1054.388246,944.6140341,784.6498272,744.3525546,818.0588673,880.8129914,949.3376001,1048.650015,1208.338618,1160.301648,1290.398779,1722.418113,1913.232022,1977.451411,1996.781176,-0.80887201,-0.56377977,-0.711265511,-0.5765971,-0.608027673,-0.588390271,-0.593583874,-0.575465629,-0.626306431,-0.631066569,-0.754320265,-0.782502186,-0.836141967,-0.864550193,-0.918916707,-0.921169278,-0.94927745,-0.977233087,-1.00498655,-0.982475752,-1.009678055,-0.989027366,-1.015764638,-1.019033103,-1.044481826,-1.068994689,-1.069993039,-1.007552786,-0.990106097,-0.974852493,-0.980475057,-1.006023912,-1.032525461,-1.041268653,-1.06845232,6.595517864,6.666466116,6.639420301,6.562397627,6.869417565,6.754478227,6.627742935,6.723541039,6.959652042,6.99912352,6.877312622,6.906429788,7.045628183,7.098675974,7.193392434,7.276197874,7.332657807,7.309566346,7.095067031,7.090721762,6.960716016,6.850776415,6.665237538,6.612514786,6.706934299,6.780845335,6.855764478,6.955258916,7.097001652,7.056435292,7.162706581,7.451484462,7.556549249,7.589564128,7.599291751,102.676,135.679,121.011,143.013,143.013,150.347,154.014,161.348,157.681,161.348,146.68,146.68,143.013,143.013,139.346,143.013,143.013,143.013,143.013,150.347,150.347,157.681,157.681,161.348,161.348,161.348,165.015,179.683,187.017,194.351,198.018,198.018,198.018,201.685,201.685
208,Sierra Leone,northamerica,428548,0.179643765,0.200069802,0.15640972,0.190448933,0.166164353,0.174421223,0.172270172,0.123500301,0.110275526,0.087916071,0.112902285,0.125643991,0.102898436,0.103344524,0.119119908,0.092868725,0.109686908,0.102347449,0.09457323,0.082175916,0.092783381,0.119557508,0.122583706,0.125498407,0.118094601,0.096779913,0.125814065,0.107139285,0.108211601,0.104057657,0.113171356,0.136885898,0.153506825,0.1736274,0.186560088,324.8302993,321.8234292,365.903865,274.9023109,293.3159619,225.1827771,125.1521265,173.6707761,253.8313321,219.2940868,150.3890323,179.361334,156.4032118,177.597591,211.5924777,202.3158548,218.3665864,196.1151103,153.458527,150.0062901,138.6986922,229.3755148,252.3962103,266.4471103,266.5695675,292.3493252,323.3891849,360.3721418,408.4807421,391.2010053,401.8350014,448.3375255,566.3786569,716.8353047,714.7007124,-1.716779472,-1.609088963,-1.855276304,-1.658371189,-1.794777902,-1.746282083,-1.758691267,-2.091511686,-2.204773263,-2.431372658,-2.181232569,-2.074302839,-2.274012835,-2.269686979,-2.127624663,-2.376568342,-2.210125262,-2.279381891,-2.358380824,-2.498893013,-2.377487739,-2.123957785,-2.098961168,-2.075462214,-2.136269272,-2.335315817,-2.072950137,-2.233625562,-2.2236667,-2.262810139,-2.178852184,-1.988607561,-1.87401025,-1.750843655,-1.679001904,5.78330289,5.774003039,5.902370635,5.616415801,5.681250396,5.416912415,4.829530009,5.157161416,5.53667,5.390413691,5.013225485,5.189402397,5.052437364,5.179520266,5.35466215,5.309830114,5.386175239,5.278701784,5.033430348,5.010677227,4.932303898,5.435360463,5.531000116,5.585175763,5.585635251,5.677949406,5.778856505,5.887137225,6.01244477,5.969221508,5.99604156,6.105546354,6.33926286,6.574846114,6.571863871,608.722,693.063,553.717,689.396,616.056,663.727,674.728,498.712,458.375,374.034,487.711,546.383,447.374,447.374,513.38,399.703,473.043,443.707,414.371,366.7,425.372,568.385,608.722,652.726,641.725,546.383,733.4,641.725,663.727,652.726,726.066,898.415,1030.427,1191.775,1309.119
209,El Salvador,europe,579291,0.464851167,0.392918341,0.373104942,0.396087148,0.32973403,0.402590986,0.398050231,0.483381966,0.481477903,0.497808138,0.476633272,0.593754668,0.612709951,0.691259612,0.826108938,0.893198486,0.803010859,0.952760253,1.00248889,0.97496461,0.97530306,1.003520833,1.012984105,1.093234038,1.056793913,1.066389431,1.126145693,1.14289521,1.067489714,1.046321459,1.044262214,1.070477129,1.068134217,0.994280785,0.998428944,778.4481786,736.5906732,717.5437389,729.7388622,751.7259474,769.8029516,753.9803804,781.0590825,816.2198238,840.7133059,914.1309275,983.1800319,1073.311045,1216.701063,1380.70763,1585.109459,1684.785985,1778.837576,1886.35964,1930.623493,2001.538009,2072.299842,2124.102889,2209.496508,2278.431843,2428.569512,2631.820415,2786.157922,2933.395056,2858.478981,2983.229771,3266.010452,3428.410386,3509.531493,3589.040604,-0.766037996,-0.934153472,-0.985895553,-0.926121021,-1.109468919,-0.909834155,-0.921177073,-0.726948118,-0.730894941,-0.697540541,-0.741007906,-0.521289062,-0.489863618,-0.369239821,-0.191028628,-0.112946454,-0.219387042,-0.048391978,0.002485798,-0.025354106,-0.025007026,0.003514649,0.012900534,0.089140311,0.055239714,0.064278579,0.118800911,0.133564701,0.06530983,0.045280641,0.043310621,0.068104464,0.065913404,-0.005735632,-0.001572291,6.657302423,6.602032342,6.575833906,6.592686747,6.622371826,6.646134575,6.625366347,6.660650797,6.704683711,6.734250705,6.817973808,6.890792249,6.978503584,7.103898428,7.230351422,7.368408743,7.429393823,7.483715383,7.542404134,7.565598283,7.601671169,7.636414304,7.661104822,7.700519944,7.731242697,7.795057685,7.875431059,7.932418837,7.983915753,7.958044938,8.000761808,8.091324474,8.139851988,8.16323783,8.185640205,2134.194,1833.5,1767.494,1903.173,1606.146,1987.514,1991.181,2449.556,2471.558,2588.902,2511.895,3171.955,3318.635,3795.345,4594.751,5027.457,4569.082,5474.831,5812.195,5698.518,5742.522,5947.874,6039.549,6552.929,6365.912,6453.92,6846.289,6978.301,6545.595,6442.919,6457.587,6648.271,6662.939,6230.233,6285.238
211,Somalia,africa,228454,0.129606214,0.042239322,0.108766225,0.141281645,0.108102163,0.129060932,0.137170635,0.144814553,0.143953079,0.134172492,0.101507358,0.097295584,0.093492269,0.0877169,0.085549761,0.078806141,0.073982589,0.067923434,0.062340742,0.057446916,0.054143738,0.05468532,0.061751277,0.060522574,0.058641634,0.056864343,0.05518945,0.054938209,0.052766349,0.051010131,0.050846475,0.04888819,0.047872402,0.046596425,0.045347231,96.096128,107.37216,117.1934645,110.8848845,119.1747813,131.8173839,138.0961119,147.1513483,148.2165028,153.1408177,126.9249205,,,,,,,,,,,,,,,,,,,,,,,257.8287515,248.8449505,-2.043254549,-3.164403691,-2.218554425,-1.956999899,-2.224678545,-2.047470645,-1.986529617,-1.9323013,-1.938267873,-2.008629053,-2.287623991,-2.330001676,-2.369876531,-2.433640696,-2.458657072,-2.540764354,-2.603925497,-2.689374179,-2.775140102,-2.856893958,-2.916112954,-2.906159979,-2.784640624,-2.80473886,-2.836310357,-2.867086795,-2.896983467,-2.901546198,-2.941881621,-2.975731019,-2.97894448,-3.018219425,-3.039216099,-3.066231458,-3.093406163,4.565349024,4.676300931,4.763826112,4.708492587,4.780591166,4.881417509,4.927949906,4.991461637,4.998674062,5.031357875,4.843595734,,,,,,,,,,,,,,,,,,,,,,,5.552295611,5.516830014,814.074,275.025,718.732,935.085,715.065,858.078,924.084,993.757,1008.425,957.087,733.4,707.731,682.062,641.725,630.724,590.387,568.385,539.049,513.38,491.378,480.377,502.379,586.72,594.054,594.054,594.054,594.054,608.722,601.388,597.721,612.389,605.055,608.722,608.722,608.722
212,Serbia,latam,268454,,,,,,,,,,,,,,,,,,,,,,,,,,,7.286928854,7.106397561,7.087822517,6.308347973,6.302577983,6.803677141,6.120600182,6.265110693,5.282521917,,,,,,,,,,,,,,,,2196.618467,2749.966439,3178.831484,2416.069077,2441.430389,870.1363145,1634.875061,2149.909404,2832.490652,3331.228995,3720.479155,4382.617279,5848.476405,7101.040141,6169.114195,5735.422857,6809.159804,6015.945228,6755.073511,6600.05665,,,,,,,,,,,,,,,,,,,,,,,,,,,1.986082175,1.960995443,1.958378173,1.841873831,1.840958753,1.917463222,1.811660161,1.834996257,1.664403619,,,,,,,,,,,,,,,,7.694674396,7.919343987,8.06426895,7.78989715,7.800339372,6.768649883,7.399321665,7.673180983,7.948911693,8.111096582,8.221607744,8.385401377,8.673936463,8.867996551,8.72731054,8.65441676,8.826024015,8.702168761,8.818049133,8.794833511,0,,,,,,,,,,,,,,,,,,,,,,,,,,54007.576,52456.435,52097.069,46182.198,45954.844,49218.474,44062.672,44884.08,37667.424
217,Sao Tome and Principe,europe,505364,0.421080652,0.450076711,0.479235571,0.544248313,0.499256046,0.52423659,0.477878413,0.4656339,0.420805932,0.409826341,0.399894303,0.390886877,0.382666003,0.375179046,0.368323456,0.362027066,0.356269525,0.350955592,0.345822935,0.340606892,0.335092997,0.354654416,0.397919252,0.438825915,0.477048466,0.48902027,0.521650658,0.507161756,0.492876344,0.521247925,0.548918618,0.556437103,0.603368294,0.591799549,0.580793656,,,,,,,,,,,,,,,,,,,,,,524.6874217,577.6385699,678.6940562,745.3136577,866.5074511,883.0666981,896.8546188,1098.767934,1067.917334,1094.710636,1263.865523,1340.526507,1577.022329,1782.797756,-0.864930891,-0.798337242,-0.735563005,-0.608349679,-0.694636197,-0.645812189,-0.738398945,-0.764355576,-0.865583521,-0.892021768,-0.916555009,-0.939337078,-0.960592725,-0.980351911,-0.99879377,-1.016036302,-1.032067742,-1.047095582,-1.061828383,-1.077026276,-1.093347183,-1.03661144,-0.921506179,-0.823652494,-0.740137187,-0.715351338,-0.650757153,-0.678925281,-0.70749696,-0.651529487,-0.599805085,-0.586201137,-0.505227499,-0.524587301,-0.543359738,,,,,,,,,,,,,,,,,,,,,,6.262802698,6.358948361,6.520170446,6.613805147,6.764470708,6.783400734,6.798893774,7.001944771,6.973465614,6.998245348,7.141930179,7.200817731,7.363293746,7.485939182,40.337,44.004,47.671,55.005,51.338,55.005,51.338,51.338,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,51.338,58.672,66.006,73.34,77.007,84.341,84.341,84.341,91.675,99.009,102.676,113.677,113.677,113.677
